Illinois,Aurora,197899,91.68,-72.319881803451
California,Fontana,196069,62.5658333,-57.0240612897527
New York,Yonkers,195976,106.1008333,-70.5843616039755
Alabama,Mobile,195111,91.9569444,-50.7010873835937
Arkansas,Little Rock,193524,87.7105556,-58.2697210200173
California,Moreno Valley,193365,62.7702778,-56.7308541448069
California,Glendale,191719,61.7458333,-57.1194557848123
Texas,Amarillo,190695,78.1691667,-59.181469448743
California,Huntington Beach,189992,62.0016667,-56.2068313958799
Georgia,Columbus,189885,95.0122222,-53.958699910358
Nevada,Sunrise Manor,189372,64.9277778,-61.095239186993
Michigan,Grand Rapids,188040,94.3319444,-74.8769306620096
Utah,Salt Lake City,186440,68.1097222,-70.2307827427108
Florida,Tallahassee,181376,95.7191667,-50.2338645360526
Massachusetts,Worcester,181045,108.1972222,-73.381050346169
Virginia,Newport News,180719,103.5716667,-62.5968567726083
Alabama,Huntsville,180105,93.4138889,-58.2389247231018
Tennessee,Knoxville,178874,96.0791667,-60.608226444728
Nevada,Spring Valley,178395,64.7558333,-60.894738924068
Rhode Island,Providence,178042,108.5866667,-72.4533155505246
California,Santa Clarita,176320,61.4583333,-57.5930525384569
Texas,Grand Prairie,175396,83.0025,-54.4901180076403
Texas,Brownsville,175023,82.5027778,-42.1468743681811
Mississippi,Jackson,173514,89.8152778,-53.6569676352977
Kansas,Overland Park,173372,85.3294444,-66.5901788811655
California,Garden Grove,170883,62.0594444,-56.4213810333836
California,Santa Rosa,167815,57.2866667,-65.4997668825343
Tennessee,Chattanooga,167674,94.6902778,-58.8426733930131
California,Oceanside,167086,62.6213889,-55.3326755163024
Florida,Fort Lauderdale,165521,99.8563889,-42.5323714726564
California,Rancho Cucamonga,165269,62.4077778,-57.0509347153869
Florida,Port St. Lucie,164603,99.6494444,-44.5926834115185
California,Ontario,163924,62.35,-56.9692746185723
Washington,Vancouver,161791,57.3397222,-80.750879124703
Missouri,Springfield,159498,86.7019444,-63.0629403324307
California,Lancaster,156633,61.8641667,-58.1773501317691
Oregon,Eugene,156185,56.9144444,-77.2353200306792
Florida,Pembroke Pines,154750,99.7758333,-42.3239966618056
Oregon,Salem,154637,56.9661111,-79.1971869791828
Florida,Cape Coral,154305,98.0502778,-43.3045839186563
South Dakota,Sioux Falls,153888,83.3,-76.1422830379146
Massachusetts,Springfield,153060,107.4097222,-73.0395288903477
California,Elk Grove,153015,58.6294444,-65.4362739967244
Illinois,Rockford,152871,90.9061111,-73.3993285929151
California,Palmdale,152750,61.8844444,-57.9508978462427
California,Corona,152374,62.4344444,-56.6130899396485
California,Salinas,150441,58.3455556,-62.0064926493869
California,Pomona,149058,62.2486111,-56.9540010079232
Texas,Pasadena,149043,84.7911111,-48.8776556024754
Illinois,Joliet,147433,91.9183333,-71.8247533923967
New Jersey,Paterson,146199,105.8277778,-70.5543327544491
Kansas,Kansas City,145786,85.3727778,-66.8570520247121
California,Torrance,145438,61.6602778,-56.5384801798661
New York,Syracuse,145170,103.8522222,-75.0589135334004
Connecticut,Bridgeport,144229,106.7947222,-71.0755739126709
California,Hayward,144186,57.9202778,-63.9603750272971
Colorado,Fort Collins,143986,74.9161111,-69.8671918596942
California,Escondido,143911,62.9144444,-55.1888246916502
Colorado,Lakewood,142980,74.9191667,-68.057695720661
Illinois,Naperville,141853,91.8527778,-72.3731223119429
Ohio,Dayton,141527,95.8083333,-68.1683327804355
Florida,Hollywood,140768,99.8502778,-42.3380758416374
California,Sunnyvale,140081,57.9647222,-63.3662395881231
Virginia,Alexandria,139966,102.9527778,-66.2319476813592
Texas,Mesquite,139824,83.4011111,-54.5290309766154
Louisiana,Metairie,138481,89.8472222,-49.40833305855
Virginia,Hampton,137436,103.6544444,-62.6973901609631
California,Pasadena,137122,61.8563889,-57.129472900094
California,Orange,136416,62.1477778,-56.4476291170194
Georgia,Savannah,136286,98.9,-53.2573846538139
North Carolina,Cary,135234,101.2186111,-60.2802852663738
California,Fullerton,135161,62.0755556,-56.6036304702388
Michigan,Warren,134056,96.9722222,-73.8381672148218
Tennessee,Clarksville,132929,92.6405556,-61.7167921366793
Texas,McKinney,131117,83.385,-55.3358041709709
Texas,McAllen,129877,81.7702778,-42.6743241175705
Connecticut,New Haven,129779,107.0713889,-71.3703371042845
Michigan,Sterling Heights,129699,96.9697222,-74.0572403989044
Utah,West Valley City,129480,67.9997222,-70.0874183083251
South Carolina,Columbia,129272,98.965,-56.8502835059122
Texas,Killeen,127921,82.2725,-51.4750833644295
Kansas,Topeka,127473,84.3222222,-66.7238339773659
California,Thousand Oaks,126683,61.1633333,-57.1727117023203
California,East Los Angeles,126496,61.8288889,-56.8945000033076
Iowa,Cedar Rapids,126326,88.3561111,-72.8426660065657
Kansas,Olathe,125872,85.1811111,-66.3865669045039
New Jersey,Elizabeth,124969,105.7888889,-70.0298840204296
Texas,Waco,124805,82.8536111,-52.2699424410562
Connecticut,Hartford,124775,107.3144444,-72.3263162574749
California,Visalia,124442,60.7088889,-61.327414195949
Florida,Gainesville,124354,97.675,-48.80634652201
California,Simi Valley,124237,61.2194444,-57.3605665173186
Connecticut,Stamford,122643,106.4608333,-70.8387158993188
Washington,Bellevue,122363,57.8005556,-85.2612164396397
California,Concord,122067,57.97,-64.5751830338537
Florida,Miramar,122041,99.7675,-42.2963262973419
Florida,Coral Springs,121096,99.7291667,-42.7930176704115
Louisiana,Lafayette,120623,87.9802778,-49.8441023408307
South Carolina,Charleston,120083,100.0688889,-54.5471933788707
Texas,Carrollton,119097,83.11,-54.8786174904738
California,Roseville,118788,58.7130556,-66.126163133491
Colorado,Thornton,118772,75.0286111,-68.3915736977827
Texas,Beaumont,118296,85.8983333,-49.59330479892
Pennsylvania,Allentown,118032,104.5094444,-69.9148872809313
Indiana,Evansville,117429,92.4441667,-64.5685404752056
Texas,Abilene,117063,80.2672222,-53.9359478033833
Texas,Frisco,116989,83.1766667,-55.2477050083401
Missouri,Independence,116830,85.5847222,-66.8103834135734
California,Santa Clara,116468,58.0458333,-63.3371443066028
Illinois,Springfield,116250,90.3563889,-68.2557691906758
California,Vallejo,115942,57.7444444,-64.8267101918812
California,Victorville,115903,62.7097222,-57.8682466270967
Illinois,Peoria,115007,90.4111111,-70.0914465112178
Michigan,Lansing,114297,95.4444444,-74.382370020402
Michigan,Ann Arbor,113934,96.2736111,-73.3987388851451
California,El Monte,113475,61.9733333,-56.9792823653221
Texas,Denton,113383,82.8672222,-55.3681364020287
California,Berkeley,112580,57.7283333,-64.3633274987787
Utah,Provo,112488,68.3422222,-69.1422892542127
California,Downey,111772,61.8683333,-56.7355875412611
Texas,Midland,111147,77.9225,-53.0978152856699
Oklahoma,Norman,110925,82.5608333,-59.1825377701029
Connecticut,Waterbury,110366,106.9480556,-71.8941259150997
California,Costa Mesa,109960,62.0822222,-56.1706638672606
California,Inglewood,109673,61.6477778,-56.7766161978913
New Hampshire,Manchester,109565,108.5447222,-74.9461143523683
Tennessee,Murfreesboro,108755,93.6097222,-60.3852149292604
Missouri,Columbia,108500,87.6661111,-66.5284477959242
Nevada,Enterprise,108481,64.7588889,-60.7338805111162
Illinois,Elgin,108188,91.7188889,-72.9037507783343
Florida,Clearwater,107685,97.1997222,-45.7840377096134
Florida,Miami Gardens,107167,99.7972222,-42.2832206388284
Minnesota,Rochester,106769,87.5302778,-77.1685555005591
Colorado,Pueblo,106595,75.3913889,-65.1270050087873
Massachusetts,Lowell,106519,108.6833333,-74.170470702571
North Carolina,Wilmington,106476,102.055,-57.2771656269273
Colorado,Arvada,106433,74.9130556,-68.2580409668469
Colorado,Westminster,106114,74.9633333,-68.32734849988
California,West Covina,106098,62.0619444,-56.9792823653221
Oregon,Gresham,105594,57.5697222,-80.435497475371
California,Norwalk,105549,61.9191667,-56.6640754290101
North Dakota,Fargo,105549,83.2105556,-83.5643845125026
California,Carlsbad,105328,62.6502778,-55.2617768693911
California,Fairfield,105321,57.9611111,-65.1170037068168
Massachusetts,Cambridge,105162,108.8938889,-73.6200442305185
Texas,Wichita Falls,104553,81.5069444,-56.6856308975213
North Carolina,High Point,104371,99.9944444,-60.5985235476894
Montana,Billings,104170,71.5,-81.0758119061532
Wisconsin,Green Bay,104057,91.9802778,-78.2599244673432
Utah,West Jordan,103712,68.0616667,-69.917761054373
California,Richmond,103701,57.6533333,-64.4910677601404
Florida,Brandon,103483,97.7138889,-45.7341481856151
California,Murrieta,103466,62.7869444,-56.0061772892022
California,Burbank,103340,61.6919444,-57.1922255471318
Florida,Palm Bay,103190,99.4111111,-45.9060992407153
Washington,Everett,103019,57.7991667,-86.1231211257665
Michigan,Flint,102434,96.3125,-74.9825098016194
California,Antioch,102372,58.1952778,-64.6288869670354
Pennsylvania,Erie,101786,99.9147222,-73.0983499216849
Indiana,South Bend,101168,93.75,-72.1573640701624
California,Daly City,101123,57.5391667,-64.0337073243128
Colorado,Centennial,100377,75.1236111,-67.8015784109573
California,Temecula,100097,62.8525,-55.8926004115079
Texas,Odessa,99940,77.6327778,-52.8171311919243
Florida,West Palm Beach,99919,99.9463889,-43.5725776792296
Texas,Round Rock,99887,82.3213889,-50.3614429901209
Florida,Pompano Beach,99845,99.875,-42.7346351353785
Iowa,Davenport,99685,89.4225,-71.8218393371732
Maryland,Columbia,99615,103.1602778,-67.1125938816237
California,Santa Maria,99553,59.5652778,-58.6652979479066
California,El Cajon,99478,63.0383333,-54.5814478963624
Texas,Richardson,99223,83.2705556,-54.8682180533102
Wisconsin,Kenosha,99218,92.1788889,-74.0667218755285
California,Rialto,99171,62.6305556,-57.0509347153869
Oklahoma,Broken Arrow,98850,84.2094444,-60.7867615257103
Florida,Spring Hill,98621,97.5494444,-46.8362318360018
Michigan,Dearborn,98153,96.8236111,-73.5078703862379
New York,Albany,97856,106.2433333,-74.211399735627
New Mexico,Las Cruces,97618,73.2222222,-53.6822633993916
South Carolina,North Charleston,97471,100.025,-54.6930837564929
Florida,Lakeland,97422,98.05,-45.9149974547135
Colorado,Boulder,97385,74.73,-68.6926299998536
California,San Mateo,97207,57.6755556,-63.7505044134848
Virginia,Roanoke,97032,100.0583333,-63.1725610882523
Michigan,Livonia,96942,96.6472222,-73.6058696392031
Texas,Tyler,96900,84.6991667,-53.7545580435781
Oklahoma,Lawton,96867,81.61,-58.0065528434003
Colorado,Highlands Ranch,96713,75.0311111,-67.7500710516436
California,Compton,96455,61.7808333,-56.6519845884144
California,Clovis,95631,60.2980556,-62.2956609546894
Virginia,Portsmouth,95535,103.7013889,-62.3152857356657
Texas,Lewisville,95290,83.0061111,-55.0518660413619
Massachusetts,New Bedford,95072,109.0652778,-72.0580789629411
California,South Gate,94396,61.7888889,-56.7634647649224
Texas,College Station,93857,83.6658333,-50.5798557279214
Georgia,Sandy Springs,93853,95.6213889,-56.7056117735999
Texas,The Woodlands,93847,84.5108333,-49.7239583600781
California,Vista,93834,62.7583333,-55.3404971707713
Massachusetts,Brockton,93810,108.9811111,-73.0013089741366
California,Mission Viejo,93305,62.3288889,-56.0931144366251
Texas,San Angelo,93200,79.5633333,-52.112314834118
Colorado,Greeley,92889,75.2913889,-69.5326358807792
California,Vacaville,92428,58.0133333,-65.3316273252522
Washington,Kent,92411,57.7663889,-84.7277824313999
Massachusetts,Quincy,92271,108.9972222,-73.3604166365571
Florida,Davie,91992,99.7666667,-42.428400452727
California,Carson,91714,61.7188889,-56.5300757013873
Oregon,Hillsboro,91611,57.0113889,-80.4909127467599
Georgia,Macon,91351,96.3675,-54.6671153849833
Texas,Pearland,91252,84.7141667,-48.6472570004849
Washington,Yakima,91067,59.4952778,-82.9340594780578
Washington,Renton,90927,57.7841667,-84.9645048488803
Alabama,Tuscaloosa,90468,92.4308333,-55.3587489578101
Massachusetts,Lynn,90329,109.05,-73.8150967704707
Nevada,Sparks,90264,60.2483333,-67.7115942984023
California,Hesperia,90173,62.7,-57.6591614938618
California,Redding,89861,57.6094444,-69.870064642248
Oregon,Beaverton,89803,57.1975,-80.4105997636305
Washington,Spokane Valley,89755,62.7616667,-85.407575324384
California,Santa Monica,89736,61.5097222,-56.8860767590568
California,Westminster,89701,61.9941667,-56.3935627744344
Washington,Federal Way,89306,57.6886111,-84.591890465091
Illinois,Waukegan,89078,92.1552778,-73.5958303112875
Massachusetts,Fall River,88857,108.8444444,-72.1953453879948
New Jersey,Toms River,88791,105.8016667,-68.5667791887533
California,Santa Barbara,88410,60.3027778,-57.6485821251965
Georgia,Roswell,88346,95.6383333,-56.8929206943283
Utah,Orem,88328,68.3061111,-69.272092340656
Pennsylvania,Reading,88082,104.0727778,-69.3516353416877
Florida,Miami Beach,87779,99.8697222,-41.9529424757641
Kansas,Lawrence,87643,84.765,-66.5688506599791
New Mexico,Rio Rancho,87521,73.3361111,-59.2033697679719
Florida,Lehigh Acres,86784,98.375,-43.4143741671313
New Hampshire,Nashua,86494,108.5319444,-74.4524840726625
Maryland,Germantown,86395,102.7280556,-66.9763229323895
Colorado,Longmont,86270,74.8986111,-69.0051836972647
Minnesota,Duluth,86265,87.8936111,-83.3488208906888
Arkansas,Fort Smith,86209,85.6016667,-59.49691703236
California,Chico,86187,58.1636111,-68.1064787784779
Connecticut,Norwalk,85603,106.5916667,-70.9724411562971
California,Whittier,85331,61.9680556,-56.8097623065335
California,Newport Beach,85186,62.0719444,-56.1287406924388
Florida,Deltona,85182,98.7361111,-47.4537278057995
Massachusetts,Newton,85146,108.7902778,-73.5391514546936
Florida,Plantation,84955,99.7666667,-42.5416051452003
California,San Leandro,84950,57.845,-64.0717664119274
New Jersey,Trenton,84913,105.2566667,-69.1074287132345
Virginia,Suffolk,84585,103.4161111,-62.1049979935926
North Carolina,Greenville,84554,102.6333333,-59.9342554522512
Florida,Sunrise,84439,99.8866667,-42.5527832793774
Florida,Boca Raton,84392,99.9166667,-42.9463518317476
California,Hawthorne,84293,61.6483333,-56.6908888027482
Texas,Allen,84246,83.3297222,-55.1586111407912
New Jersey,Clifton,84136,105.8358333,-70.4331285883273
Michigan,Westland,84094,96.5997222,-73.5120015527877
Illinois,Cicero,83891,92.2461111,-72.498994325715
California,San Marcos,83781,62.8347222,-55.2341553184622
Texas,League City,83560,84.9052778,-48.5459537666912
North Carolina,Asheville,83393,97.4458333,-59.9117151506154
California,Citrus Heights,83301,58.72,-66.035552571971
California,Alhambra,83089,61.8738889,-57.0298572089975
California,Tracy,82922,58.5758333,-64.101006797276
Minnesota,Bloomington,82893,86.7019444,-78.9705330819531
Utah,Ogden,82825,68.0269444,-71.1927068164581
Iowa,Sioux City,82684,83.6,-73.8860956660048
Rhode Island,Warwick,82672,108.5833333,-72.1924233534266
Alabama,Hoover,81619,93.1886111,-55.7263034061702
Ohio,Parma,81601,98.2769444,-71.5726295511395
Idaho,Nampa,81557,63.4375,-76.1224176233642
Oklahoma,Edmond,81405,82.5222222,-60.0120982605315
Illinois,Champaign,81055,91.7566667,-68.9007312932623
Michigan,Troy,80980,96.85,-74.1111758972605
California,Livermore,80968,58.2330556,-63.9862851958045
Connecticut,Danbury,80893,106.5455556,-71.5516887907497
Washington,Bellingham,80885,57.5130556,-87.9687950910231
Indiana,Hammond,80830,92.5,-71.9471992005266
California,Buena Park,80530,62.0027778,-56.5983754068386
Texas,Longview,80455,85.2597222,-54.0326658702937
Indiana,Bloomington,80405,93.4736111,-66.9605644079793
Rhode Island,Cranston,80387,108.5622222,-72.3602490407351
Indiana,Gary,80294,92.6536111,-71.9682010252217
California,Lakewood,80048,61.8669444,-56.5721028433503
Michigan,Farmington Hills,79740,96.6227778,-73.8547331722364
Missouri,O'Fallon,79329,89.3002778,-66.2437064639922
Indiana,Carmel,79191,93.8819444,-68.6174475360559
North Carolina,Concord,79066,99.4202778,-59.5408096005827
California,Merced,78958,59.5180556,-63.2345326591798
Wisconsin,Racine,78860,92.2172222,-74.3687080236199
Texas,Sugar Land,78817,84.3652778,-48.7486165243291
California,Hemet,78657,63.0288889,-56.3715214132772
Florida,Town 'n' Country,78442,97.4225,-45.8635912368401
California,Chino,77983,62.3119444,-56.8723901409393
Florida,Largo,77648,97.2125,-45.6837779912219
California,Menifee,77519,62.8544444,-56.3353171545552
Georgia,Albany,77434,95.8441667,-52.3237119895566
New Jersey,Camden,77344,104.88,-68.5098702097706
California,Lake Forest,77264,62.3116667,-56.1816704413983
Texas,Edinburg,77100,81.8369444,-42.8465498548651
New York,New Rochelle,77062,106.2172222,-70.5433622316773
Texas,Mission,77058,81.675,-42.6962091446296
California,Napa,76915,57.7155556,-65.2125998957728
California,Redwood City,76815,57.7647222,-63.5964587168859
Indiana,Fishers,76794,93.9861111,-68.570763793321
Missouri,St. Joseph,76780,85.1536111,-68.1881998643857
Oregon,Bend,76639,58.6858333,-77.248677069574
California,Bellflower,76616,61.8838889,-56.6251778670018
Illinois,Bloomington,76610,91.0063889,-69.6582149709323
Massachusetts,Lawrence,76377,108.8363889,-74.3277304733066
Texas,Bryan,76201,83.6302778,-50.6645569525578
Illinois,Decatur,76122,91.0452778,-68.3347357193693
Pennsylvania,Scranton,76089,104.3372222,-71.5813558889109
Florida,Melbourne,76068,99.3916667,-45.9936162000234
California,Indio,76036,63.7852778,-56.3206280502504
Minnesota,Brooklyn Park,75781,86.6438889,-79.5329808275177
Massachusetts,Somerville,75754,108.9,-73.6466255125582
Virginia,Lynchburg,75568,100.8575,-63.4546584930062
California,Tustin,75540,62.1747222,-56.3683728382292
California,Baldwin Park,75390,62.04,-57.0108897998923
Florida,Kendall,75371,99.6825,-41.7587080378088
Florida,Palm Coast,75180,98.7919444,-48.6858874267944
New York,Cheektowaga,75178,101.245,-74.7482026554443
Illinois,Arlington Heights,75101,92.0194444,-73.0118918356812
Idaho,Meridian,75092,63.6094444,-76.2772064621408
Florida,Deerfield Beach,75018,99.9,-42.8757551908318
Pennsylvania,Bethlehem,74982,104.6291667,-69.9511009026496
Oregon,Medford,74907,57.1255556,-73.5173130884971
California,Chino Hills,74799,62.2736111,-56.6477793403432
Illinois,Evanston,74486,92.31,-72.9119758689048
Michigan,Kalamazoo,74262,94.4127778,-73.442970785194
Illinois,Schaumburg,74227,91.9166667,-72.8955261910748
Washington,Kennewick,73917,60.8638889,-82.0437136010901
California,Alameda,73812,57.7594444,-64.1517776698856
California,Upland,73732,62.3525,-57.034072450949
Arkansas,Fayetteville,73580,85.8427778,-60.8061918131779
Illinois,Bolingbrook,73366,91.9316667,-72.1895013819673
Connecticut,New Britain,73206,107.22,-72.1106326222849
Ohio,Canton,73007,98.6213889,-70.3097257579414
Utah,St. George,72897,66.4166667,-62.8439404854543
Wisconsin,Appleton,72623,91.5847222,-77.6945009875627
California,Folsom,72203,58.825,-65.9768540972935
California,San Ramon,72148,58.0230556,-64.1810339767042
Michigan,Wyoming,72125,94.2947222,-74.7696486169065
Louisiana,Lake Charles,71993,86.7827778,-49.8486471849576
Texas,Baytown,71802,85.0227778,-48.9580376007386
North Carolina,Gastonia,71741,98.8125,-59.2584011371246
Michigan,Southfield,71739,96.7780556,-73.8292933961251
Maryland,Silver Spring,71452,102.9736111,-66.6070194201211
Rhode Island,Pawtucket,71148,108.6169444,-72.5687133285244
Virginia,Centreville,71135,102.5708333,-66.3036344905415
Florida,Riverview,71050,97.6733333,-45.6067665239801
Michigan,Rochester Hills,70995,96.85,-74.2238588083967
Delaware,Wilmington,70851,104.4530556,-68.1416583843782
Wisconsin,Waukesha,70718,91.7686111,-74.9807196936651
Minnesota,Plymouth,70576,86.5447222,-79.3470736396998
Texas,Pharr,70400,81.8166667,-42.6592489768949
California,Pleasanton,70285,58.1263889,-63.9476971681799
Washington,Auburn,70180,57.7727778,-84.5571366547097
North Carolina,Jacksonville,70145,102.5694444,-58.2840592859274
Indiana,Muncie,70085,94.6136111,-69.0588672651271
Arkansas,Springdale,69797,85.8713889,-61.0476573805551
New Jersey,Passaic,69781,105.8711111,-70.4296673237116
California,Lynwood,69772,61.7894444,-56.7171807110775
California,Union City,69516,57.9819444,-63.8154716573579
California,Apple Valley,69135,62.815,-57.8009917268054
California,Redlands,68747,62.8183333,-56.9545277057529
Illinois,Palatine,68557,91.9658333,-73.0583488240948
California,Turlock,68549,59.1544444,-63.6151556099515
Iowa,Waterloo,68406,87.6572222,-73.8707093933386
California,Perris,68386,62.7722222,-56.4376543098034
Massachusetts,Framingham,68318,108.5833333,-73.4164299751501
Florida,Boynton Beach,68217,99.9333333,-43.2387385140997
South Dakota,Rapid City,67956,76.7694444,-77.2972600033624
New Mexico,Santa Fe,67947,74.0627778,-60.0781610467643
Iowa,Iowa City,67862,88.47,-72.1106326222849
South Carolina,Mount Pleasant,67843,100.1372222,-54.5798907791191
Mississippi,Gulfport,67793,90.9072222,-50.1048603622707
Maryland,Waldorf,67752,103.0605556,-65.8690226393729
Maryland,Glen Burnie,67639,103.375,-66.954936756913
Texas,Missouri City,67358,84.4625,-48.7466088774093
Utah,Layton,67311,68.0297222,-70.8531821393965
New York,Mount Vernon,67292,106.1625,-70.5456717098201
Arkansas,Jonesboro,67263,89.2958333,-60.37875552591
Indiana,Lafayette,67140,93.1247222,-69.5188808493754
California,Manteca,67096,58.785,-64.21581797479
Ohio,Youngstown,66982,99.3502778,-70.9353786270717
Florida,Lauderhill,66887,99.7863889,-42.5639620251049
Colorado,Loveland,66859,74.9255556,-69.4799152472845
California,Milpitas,66790,58.0944444,-63.4837768555984
Montana,Missoula,66788,66.0069444,-83.5528952944974
California,Redondo Beach,66748,61.6125,-56.5636966161497
Louisiana,Kenner,66702,89.7583333,-49.4264690220182
Georgia,Warner Robins,66588,96.4,-54.2568316808907
New Jersey,Union City,66455,105.9758333,-70.2693841919418
Maine,Portland,66194,109.7441667,-76.3839189315694
South Carolina,Rock Hill,66154,98.9747222,-58.6110066678777
New York,Schenectady,66135,106.06,-74.5571298854211
Texas,Temple,66102,82.6575,-51.4404296894802
Wisconsin,Oshkosh,66083,91.4575,-77.1752302954151
Virginia,Dale City,65969,102.6886111,-65.8941574353646
Wisconsin,Eau Claire,65883,88.5016667,-78.9053216802797
Texas,Atascocita,65844,84.8236111,-49.4350338217561
Minnesota,St. Cloud,65842,85.8377778,-80.5756388792967
Maryland,Ellicott City,65834,103.2013889,-67.1672514629793
Missouri,St. Charles,65794,89.5188889,-66.1899604327513
